Blog hanging	wednesday	travel	fit	size	bottom	grandma	grateful	west	photos	technology	dirty	cream	research	hahaha	details	dogs	kitchen	test	teacher	poor	pool	evening	heavy	american	obviously	similar	links	including	university	tuesday	http	liked	likes	movies	anymore	personal	omg	lovely	dear	afternoon	happening	father	talked	fuck	speaking	label	download	quickly	stuck	apartment	king	wrote	shirt	questions	expect	edit	g	married	joe	kinda	hurt	machine	twitter	theme	babies	current	winter	records	pop	act	ah	al	community	results	jesus	email	co	cd	ball	moments	comments	em	el	breakfast	classic	ahead	nights	march	click	till	ben	language	luck	im	www	daddy	died	skin	pink	gotta	safe	nose	students	search	blood	blogging	y	broken	six	national	center	bus	mp	mr	several	gift	chocolate	color	program	presentation	arrived	planning	brain	create	record	lord	easier	series	tree	shower	previous	son	sign	fish	death	continue	spring	un	uk	fresh	truth	daughter	beach	japan	created	cat	album	card	message	price	history	ya	stopped	usual	lines	based	strange	explain	disco	website	human	join	tears	artist	shop	nearly	members	train	actual	hospital	onto	report	focus	cook	unfortunately	ideas	college	nd	ladies	thursday	basically	v	hotel	mommy	problems	wall	whether	beauty	knowing	smell	truck	slow	complete	certain	consider	dress	currently	hoping	major	produced	upon	tickets	india	office	received	speak	reality	brown	honest	online	notice	building	stayed	beyond	bonus	youtube	mentioned	exactly	woke	bar	die	everybody	soul	stupid	mark	shopping	doctor	tour	collection	mention	south	unless	alive	quick	memory	review	reach	aren	various	amount	choose	conversation	chicken	english	lead	june	service	mouth	singer	cup	roll	choice	matt	pulled	internet	situation	singapore	learning	followed	entire	land	process	realize	web	sarah	coffee	l	john	nobody	hang	easily	musical	josh	update	non	gonna	tracks	station	feels	forgotten	lived	popular	michael	parts	headed	lose	library	star	somehow	performance	among	^	sleeping	enjoying	facebook	restaurant	que	happens	wedding	conference	level	posts	guitar	taste	wife	weight	peace	holiday	fear	feat	opening	wanna	perhaps	cake	episode	fair	possible	began	wondering	spot	vacation	image	passed	original	content	pics	action	keeping	science	information	w	session	recent	hello	standing	david	figured	stage	study	dj	dr	fight	interested	hell	indeed	okay	ground	husband	concert	article	media	ft	jordan	towards	wow	himself	noticed	ha	net	posting	points	items	form	shit	digital	fell	yummy	pain	videos	release	bunch	la	comment	latest	photo	bands	na	events	worse	worst	ten	tea	difficult	health	added	sharing	reasons	sort	cars	itself	example	rd	everywhere	adam	large	gold	cry	available	church	seemed	magic	challenge	system	dan	total	earlier	war	certainly	presented	truly	cannot	celebrate	damn	picked	data	admit	immediately	warm	dog	lazy	opportunity	dreams	managed	film	difference	public	simply	ran	f	apparently	mid	mix	lol	snow	radio	released	slowly	chinese	finding	rainy	remix	related	july	scared	exciting	below	ate	season	punk	sat	pages	org	chase	pieces	haha	law	eventually	holding	market	club	worry	albums	makeup	control	quality	became	japanese	lights	lyrics	daily	lake	everyday	laughing	further	particular	gotten	dancing	meeting	kill	entry	google	ourselves	favourite	sing	de	text	calling	general	helped	soft	j	changed	changes	driving	sky	bye	practice	window	ep	
Blonde Ambition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
chadam	32	0	8	10	15	5	14	0	1	5	1	25	7	1	0	0	8	17	5	2	27	17	0	3	9	0	2	0	1	0	0	0	10	9	5	7	4	0	0	3	1	0	1	4	0	3	0	0	1	3	26	1	2	4	4	1	2	5	7	0	5	11	6	1	6	122	0	4	4	2	0	2	0	1	0	1	2	0	0	1	1	1	4	0	5	0	0	5	3	1	1	2	4	16	0	0	1	9	8	7	3	5	6	1	3	17	0	0	5	4	0	1	2	0	3	0	1	7	12	0	0	13	4	2	0	1	1	7	1	5	5	0	6	5	5	17	1	1	0	0	10	0	9	13	1	0	2	0	1	0	5	0	0	15	8	12	1	5	3	1	2	4	2	6	3	12	0	1	10	2	51	7	0	0	30	0	4	2	1	4	0	0	1	22	6	3	7	1	1	0	8	2	5	1	1	2	9	0	2	1	1	0	4	95	0	1	9	1	2	0	2	4	9	17	8	0	0	0	5	5	3	8	0	10	0	3	13	20	3	2	3	2	4	5	0	2	0	1	3	0	5	3	3	11	25	2	0	1	9	0	1	7	3	0	7	7	2	1	1	1	8	12	6	3	1	1	5	4	2	5	20	0	0	6	1	5	1	3	1	13	1	6	4	1	8	9	2	0	5	2	0	0	0	29	1	1	6	2	4	21	0	1	1	0	3	16	2	2	5	1	0	0	2	0	15	2	0	2	5	3	4	4	0	1	0	1	16	2	2	0	1	1	0	0	1	0	1	2	5	1	1	0	5	1	13	0	0	9	6	0	3	0	0	0	9	0	0	2	0	3	0	1	2	0	0	1	4	6	6	0	0	3	3	0	2	14	0	0	0	5	19	7	10	2	0	4	2	1	0	10	1	3	1	31	221	6	12	18	0	3	13	8	5	6	4	11	2	5	0	0	0	0	11	0	13	0	0	0	2	9	2	0	14	4	5	6	4	0	11	0	2	2	4	0	1	0	1	0	7	3	0	0	0	0	26	1	4	11	5	0	3	0	0	0	5	0	2	1	11	6	5	5	1	7	6	0	7	4	9	0	3	17	18	14	1	2	3	6	2	5	0	0	3	0	0	1	1	1	0	2	3	0	7	4	11	5	19	3	8	0	
These Albums are Sick	2	1	0	1	3	2	0	0	8	0	1	1	0	0	0	0	1	1	2	0	0	0	0	15	14	0	1	13	5	0	0	155	2	1	0	3	6	0	0	7	2	0	2	0	2	2	5	14	3	2	0	3	1	1	2	9	0	5	1	3	6	1	4	2	4	0	1	6	10	37	3	0	1	0	0	2	1	4	6	0	1	18	3	0	1	14	0	6	1	1	2	3	1	3	0	157	1	1	1	1	1	1	2	0	1	6	2	5	19	3	1	0	0	5	11	0	0	0	2	0	0	0	1	0	12	45	0	1	1	0	0	16	1	1	1	9	0	0	0	0	1	1	0	0	1	3	6	305	0	7	2	3	0	1	1	3	9	1	1	1	1	1	0	1	4	0	0	0	10	3	0	5	0	0	1	1	3	1	1	1	4	8	4	1	0	6	4	2	1	1	0	0	9	3	2	6	1	2	1	3	6	10	1	0	1	0	6	1	0	20	1	0	0	0	4	12	2	0	3	0	0	6	1	10	2	2	1	2	5	7	0	2	3	3	9	2	12	1	3	2	2	2	1	0	2	2	0	5	3	10	0	9	2	26	1	3	3	0	0	1	13	0	0	10	0	0	0	2	9	2	4	1	14	1	5	2	3	73	2	1	1	0	5	3	3	0	6	0	1	4	0	3	0	3	1	0	0	0	1	1	1	1	6	20	2	1	1	1	3	5	2	2	3	10	0	2	2	2	0	3	2	0	0	0	6	1	1	2	3	1	0	5	0	1	3	1	0	0	2	3	0	0	3	1	6	0	4	2	1	3	0	3	8	1	4	0	1	0	0	1	16	2	1	1	6	2	4	0	5	0	10	1	5	6	0	0	31	0	0	1	3	7	0	4	0	7	1	3	13	1	9	1	1	3	4	1	4	4	1	4	1	2	0	0	1	1	2	11	0	0	2	2	0	1	3	0	5	2	1	5	2	1	2	0	1	4	0	1	0	4	0	1	15	0	3	9	14	0	0	4	1	3	3	0	0	0	9	0	4	63	0	3	1	1	2	0	0	1	2	0	3	2	58	0	2	21	2	2	5	46	2	1	0	0	6	9	0	2	0	3	0	2	2	0	13	2	0	0	0	0	7	4	1	2	0	12	5	1	2	22	
BOOGIE PALACE	0	0	0	0	0	2	0	0	36	0	0	1	0	0	0	1	0	0	0	0	0	1	0	2	3	1	0	3	0	0	0	1	0	0	0	1	0	0	2	0	0	0	1	3	0	0	165	17	0	0	0	7	11	0	1	0	39	6	0	4	0	2	1	0	3	0	0	0	82	3	0	0	20	1	0	0	0	2	14	0	1	0	4	0	0	26	0	0	0	9	4	0	0	0	0	0	2	1	0	0	11	0	0	0	0	0	0	2	1	0	0	0	0	4	9	1	1	0	1	0	0	1	0	0	0	13	0	1	0	1	0	1	3	3	1	0	0	1	4	8	1	3	1	0	2	1	0	83	0	3	1	1	0	0	3	0	2	0	0	95	3	1	0	0	5	1	1	0	6	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	32	1	0	1	0	2	0	0	4	0	0	1	0	1	2	1	3	0	0	0	1	0	9	45	0	0	0	2	0	6	1	0	0	0	1	0	1	1	0	0	0	5	0	0	0	6	0	0	1	9	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	6	17	5	9	1	1	1	0	0	0	13	35	1	1	1	0	0	19	0	0	3	0	3	0	0	1	0	0	0	0	0	6	0	0	0	0	0	7	4	1	0	0	1	1	16	1	11	0	4	0	0	0	0	0	0	0	3	0	83	0	0	1	0	0	2	2	0	1	1	0	15	2	0	0	17	2	2	1	1	0	0	2	0	0	3	0	1	1	0	1	1	12	0	0	1	0	0	0	2	1	0	0	0	0	17	0	15	1	0	0	0	0	1	0	2	6	0	0	0	1	0	0	1	0	0	0	0	0	1	0	5	2	4	0	0	9	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	3	0	0	0	0	0	0	4	0	9	58	0	0	8	73	0	0	0	0	20	0	1	0	0	0	0	0	7	0	0	0	0	2	0	3	0	1	0	12	1	7	0	1	15	1	3	1	2	0	0	6	0	2	0	0	7	0	2	0	0	0	0	2	28	0	0	1	0	1	5	0	0	0	1	0	1	0	3	
SMiLEY MaDness	5	3	0	6	0	5	2	4	0	3	1	4	1	1	5	8	1	0	2	10	1	3	1	2	10	17	1	1	3	1	2	0	1	3	6	7	3	5	2	3	0	2	2	1	12	4	1	0	0	5	1	7	10	5	1	6	3	3	2	3	33	5	2	11	4	3	0	0	0	2	4	3	0	1	3	0	2	2	2	3	12	4	5	0	1	0	3	6	0	2	0	5	4	2	0	1	1	0	0	4	15	1	1	5	1	4	4	19	2	1	0	0	2	0	7	3	1	1	3	3	3	1	1	11	2	3	0	1	4	2	1	0	0	5	1	9	2	3	1	0	1	2	0	1	1	0	13	0	1	1	1	5	26	1	5	0	5	6	4	0	1	6	1	4	1	0	1	1	9	6	1	3	8	6	1	6	0	1	6	3	3	14	0	0	1	7	7	6	2	6	3	1	2	3	9	5	2	1	6	2	0	4	1	0	2	2	6	5	0	3	2	4	1	2	1	4	6	4	1	7	0	13	5	6	11	4	2	16	0	0	7	1	9	1	2	5	0	2	5	3	1	6	7	7	15	7	0	0	2	2	3	4	0	10	3	11	10	10	1	0	9	9	3	19	0	0	24	0	3	14	4	0	4	0	10	9	36	0	1	15	1	2	4	0	1	0	4	5	3	11	1	3	1	9	0	9	3	0	13	6	0	3	13	15	3	3	1	3	11	6	0	4	25	0	11	4	7	4	0	13	10	2	2	1	1	1	4	4	4	0	0	0	1	5	2	2	3	3	3	3	0	0	1	2	29	0	1	4	2	7	0	1	0	0	11	3	4	0	3	0	1	7	1	8	20	0	1	0	10	5	1	11	8	2	5	6	0	0	0	1	5	1	11	2	0	1	2	10	15	2	2	4	1	7	7	2	1	16	3	0	4	2	5	4	0	2	3	2	4	2	4	4	3	22	1	0	8	4	2	1	8	7	12	4	0	5	2	2	1	4	13	0	1	14	0	0	0	3	0	2	0	0	7	0	9	4	1	1	21	1	2	3	0	0	2	34	2	4	4	0	3	9	2	2	4	4	0	2	4	0	4	0	13	9	1	11	7	2	3	8	0	4	0	1	6	1	3	6	6	2	1	1	0	5	8	0	5	1	4	1	
A place to dream...	0	2	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	5	7	0	0	1	0	3	0	0	0	3	4	0	7	0	0	0	0	0	0	0	1	0	0	0	1	0	0	7	0	1	0	0	0	1	0	16	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	1	0	0	0	0	4	0	1	0	0	1	0	3	5	2	0	2	0	0	2	0	0	0	0	0	0	0	13	1	0	1	0	0	4	3	2	0	0	0	4	0	0	0	2	23	0	0	0	4	7	1	2	3	0	1	1	0	1	0	0	1	5	0	0	0	0	0	1	2	1	0	0	1	2	0	9	0	0	0	0	7	0	7	0	1	1	1	0	1	0	0	5	0	0	0	0	0	1	0	0	1	2	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	4	0	2	0	0	0	7	1	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	2	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	11	2	3	0	2	0	4	0	0	2	3	0	0	1	31	0	0	4	0	0	1	0	1	0	1	1	2	0	1	2	1	0	3	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	1	1	8	6	0	2	0	1	0	1	0	1	3	0	6	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0	1	0	5	23	0	4	0	0	0	0	1	0	0	0	1	2	0	0	2	0	1	0	0	0	0	1	0	1	0	1	0	0	1	13	0	0	2	0	1	1	3	0	0	1	1	0	1	0	0	1	1	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	1	3	2	0	1	1	0	0	0	0	2	0	0	13	2	0	0	1	0	0	1	2	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	5	0	1	2	0	0	0	0	0	3	1	0	0	6	0	0	2	0	0	0	0	0	5	0	0	
The Crone's Corner	8	0	0	1	10	6	0	1	0	6	1	7	0	0	2	1	2	11	1	4	6	0	13	3	0	0	1	8	0	0	1	0	5	2	5	1	11	7	1	5	8	4	0	3	0	7	0	1	8	6	8	1	0	3	1	1	1	1	1	1	0	4	1	0	0	1	6	2	0	5	1	4	0	1	3	0	2	0	0	4	4	4	2	0	1	0	4	2	0	4	0	0	2	6	0	0	0	7	1	2	10	5	3	3	5	1	2	0	6	17	4	2	1	0	10	12	3	2	11	5	1	0	2	0	2	0	0	3	0	1	0	1	2	5	4	6	5	3	1	0	3	3	35	0	0	4	3	1	3	2	2	1	20	9	2	2	5	3	3	0	1	1	7	1	10	4	0	0	0	2	1	2	3	4	0	1	0	0	0	3	1	3	7	0	1	3	8	1	1	0	6	1	4	0	4	2	1	6	5	0	1	3	0	0	0	1	5	1	10	2	3	9	1	2	0	0	3	10	1	2	4	1	0	0	1	2	2	4	0	1	7	0	3	4	6	2	3	2	8	3	6	0	3	0	1	1	0	4	3	0	18	1	4	0	4	7	5	0	6	3	2	0	3	1	11	11	40	0	0	0	0	2	0	0	3	2	6	1	1	5	2	3	2	3	2	0	1	0	1	1	1	2	0	3	1	0	0	0	1	1	0	1	4	0	5	0	3	2	2	4	0	1	2	15	0	4	2	3	8	7	7	5	6	2	4	0	1	1	4	1	7	1	1	0	1	5	0	2	1	1	0	1	0	2	15	3	21	7	2	0	2	1	0	0	3	1	5	13	14	2	2	3	5	4	6	1	4	1	5	1	1	3	0	6	1	31	1	0	0	6	0	1	0	2	4	6	4	3	4	5	2	4	0	0	0	11	0	1	13	1	8	4	46	1	0	2	4	6	4	1	0	0	0	17	10	0	0	4	6	5	0	2	1	6	4	1	9	8	5	1	13	2	3	0	2	1	0	8	0	0	3	0	1	1	1	0	15	1	2	0	17	0	0	0	2	0	1	2	4	3	0	9	0	0	9	2	6	1	1	1	1	0	1	1	3	4	7	5	2	8	8	4	1	0	1	1	1	5	1	1	3	1	0	1	5	1	0	3	7	0	
F-Measure	6	0	1	4	1	2	0	1	2	0	2	0	0	4	0	2	0	0	1	3	5	2	1	24	9	7	33	56	27	0	0	1	18	5	4	0	3	0	1	0	2	0	12	1	0	2	37	5	2	8	0	9	10	0	0	2	34	47	2	24	3	2	10	0	22	0	9	4	42	48	2	3	4	2	2	3	3	7	35	1	2	1	93	5	4	24	5	3	5	0	5	2	0	10	0	1	2	12	7	33	4	14	1	1	3	6	0	9	15	7	1	2	4	6	3	27	5	0	0	2	2	1	2	0	5	29	3	3	19	14	0	20	4	1	5	25	2	0	0	29	4	13	1	15	3	6	3	8	1	8	4	6	0	0	3	15	26	8	4	9	4	0	0	4	21	1	43	20	9	2	0	4	1	9	1	13	6	28	10	3	0	9	10	8	0	11	13	5	2	5	0	1	19	19	5	12	2	5	4	10	15	7	2	0	0	24	3	2	1	5	8	3	6	1	13	75	173	9	8	1	5	14	3	23	4	14	0	0	15	42	14	4	3	4	9	13	178	2	11	32	7	3	3	1	13	21	4	8	2	16	0	21	13	7	3	1	4	0	2	5	44	14	2	14	17	2	1	10	11	11	2	18	12	2	7	23	25	149	6	2	83	6	21	12	21	0	5	1	34	8	6	2	0	5	4	0	2	0	0	1	0	10	0	35	2	8	0	3	2	1	0	13	12	42	1	2	13	9	13	2	2	1	10	7	92	0	0	3	1	0	4	13	12	10	0	2	22	2	14	3	65	6	7	3	10	3	0	6	1	27	5	1	8	4	1	14	4	2	0	2	0	8	1	14	3	6	1	0	2	32	60	5	5	0	2	1	55	0	2	3	10	3	1	5	0	7	1	4	8	8	19	28	2	0	9	3	8	7	26	5	10	6	1	3	4	2	22	7	11	6	7	2	1	0	2	1	12	4	4	3	1	2	10	6	46	7	8	28	1	8	25	38	73	0	3	116	153	7	0	5	0	24	8	6	1	0	18	0	0	61	1	3	2	1	4	0	12	23	6	5	8	2	2	0	6	25	19	6	2	55	2	2	0	0	10	3	2	11	1	12	12	3	1	0	13	13	0	15	8	5	9	4	17	18	10	15	0	3	1	110	
Amanda and Peter	0	0	0	2	4	0	3	0	3	1	0	0	6	0	14	0	0	1	1	0	0	0	2	0	1	5	0	0	1	1	0	1	2	0	1	1	0	0	3	0	0	3	0	4	0	0	0	0	0	0	2	2	1	2	2	0	0	1	5	3	14	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	2	0	0	3	0	0	0	2	1	0	0	0	5	0	0	4	0	1	3	2	0	0	0	6	0	0	1	0	2	3	0	1	3	0	1	0	2	0	0	0	1	1	11	0	0	0	1	2	0	0	0	0	0	1	3	0	1	1	5	3	0	0	0	0	0	2	1	1	0	0	2	0	2	1	0	2	7	2	0	0	0	0	2	0	1	7	0	0	0	2	1	0	0	1	1	0	0	0	0	0	2	2	0	3	1	0	2	3	0	0	2	1	1	0	1	0	0	0	4	2	2	1	1	0	0	2	2	0	1	0	0	0	2	2	0	1	2	2	0	0	0	0	0	0	3	6	0	0	1	0	2	2	1	1	0	2	3	2	0	1	0	0	0	0	0	0	1	2	0	0	1	1	0	0	2	2	1	0	2	1	0	0	0	0	1	0	0	0	1	0	2	1	2	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	3	2	0	1	0	1	0	0	1	0	2	4	0	2	9	0	0	0	1	1	1	1	0	0	5	0	3	0	0	11	0	0	3	0	0	1	2	0	2	1	0	1	0	0	0	4	1	0	0	1	0	0	0	4	1	0	0	1	1	3	0	1	0	3	0	0	0	2	0	0	2	0	1	2	0	2	0	0	3	1	1	0	7	3	0	0	2	0	1	0	2	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	4	1	0	0	2	0	2	0	0	1	0	0	0	1	0	1	1	0	0	2	0	5	0	0	0	0	1	0	1	1	0	3	3	0	1	1	1	5	3	0	1	0	0	0	0	0	3	3	1	3	8	1	1	2	0	0	0	1	9	2	1	2	0	1	8	0	0	0	0	0	0	2	0	1	4	0	2	1	0	0	4	0	3	0	0	0	0	4	0	4	0	1	5	0	1	0	1	4	3	1	1	1	0	
i am probably overthinking this	1	4	0	2	2	1	0	2	11	2	0	1	5	0	0	3	3	0	1	6	2	1	10	5	9	2	3	3	6	4	2	0	0	1	4	3	11	0	17	6	9	2	13	3	0	6	1	0	5	0	10	9	3	0	14	4	0	4	3	0	0	1	0	0	2	2	3	2	1	4	8	2	0	7	0	78	0	0	0	1	1	1	0	0	1	6	12	0	0	2	1	2	26	0	1	0	0	2	2	1	1	4	2	14	2	8	3	2	6	4	2	9	3	0	3	5	0	3	4	0	0	1	1	6	3	3	43	0	2	5	0	4	12	7	2	20	5	8	2	0	4	10	2	0	0	1	1	2	2	4	1	11	0	5	4	1	3	18	3	0	0	14	2	0	4	0	3	4	12	10	1	9	1	2	0	1	0	8	0	3	5	5	5	1	0	1	5	27	6	10	5	0	4	4	5	7	0	0	8	2	0	15	0	4	7	3	10	2	2	4	0	6	5	2	6	0	1	6	13	1	4	3	10	2	2	2	2	1	4	2	7	7	7	2	2	9	1	5	14	8	3	3	4	1	37	5	1	3	3	0	1	0	3	0	1	12	6	0	8	7	6	9	7	11	1	0	9	1	10	7	3	3	2	0	2	7	2	7	8	12	2	6	0	0	5	4	2	1	0	18	5	12	0	0	1	0	2	0	6	3	0	10	3	7	5	4	1	5	3	4	0	1	0	7	1	0	13	9	0	7	3	4	3	7	4	5	0	7	8	1	2	1	1	7	1	10	10	5	4	3	0	0	3	7	4	5	3	20	0	0	4	1	0	3	0	1	29	3	2	0	1	10	0	5	0	1	2	0	0	0	0	4	1	3	4	5	0	0	10	0	4	3	1	4	1	4	1	2	66	0	12	3	0	4	9	2	7	5	3	39	4	1	0	3	1	5	3	7	13	1	16	10	6	0	0	0	5	2	3	2	3	2	2	2	11	3	5	14	0	1	6	3	2	0	2	1	0	2	1	1	4	0	4	1	2	0	3	2	6	1	3	2	0	1	0	0	24	9	2	0	1	3	1	0	1	3	7	0	2	1	1	5	0	0	3	17	2	1	7	1	1	2	14	0	9	3	10	5	13	5	1	0	2	1	2	6	0	4	8	0	
Neverending Rainbow	3	4	1	6	0	2	0	0	17	1	1	5	0	0	0	1	0	4	4	3	4	2	2	3	43	2	7	3	31	1	5	0	5	2	22	1	8	0	40	1	1	2	10	1	0	1	7	8	2	3	3	22	12	0	4	2	0	0	2	5	7	2	0	0	12	0	6	2	18	59	5	3	3	5	4	1	0	21	63	3	8	2	5	0	0	37	2	7	2	6	1	3	3	1	0	0	0	10	1	6	4	1	0	0	1	2	0	3	3	3	1	8	0	0	12	8	0	0	3	1	0	0	1	1	1	52	4	1	50	0	0	9	11	2	2	15	11	1	2	1	5	6	5	1	3	10	12	34	1	3	5	4	4	3	3	6	7	14	0	2	8	6	4	7	9	0	3	8	3	0	0	6	6	5	6	0	1	1	3	9	9	3	3	3	0	3	15	1	3	1	0	3	3	12	6	2	1	2	3	11	5	5	2	1	11	3	3	17	27	6	8	3	2	2	4	2	1	2	8	1	4	3	4	30	1	8	1	2	4	43	1	1	8	1	4	4	2	0	5	1	3	2	5	1	2	22	4	4	0	23	2	42	3	3	2	0	6	0	1	12	5	2	2	1	2	3	2	5	40	11	2	7	23	3	2	5	6	39	1	3	1	4	3	33	5	5	0	0	24	5	16	20	0	0	3	1	0	1	3	1	1	5	0	47	1	9	2	9	14	1	0	12	3	18	0	30	7	6	4	2	2	1	1	1	30	3	0	16	2	1	0	1	2	2	1	2	13	1	4	1	4	9	0	7	9	20	24	8	7	5	0	1	0	2	8	1	12	0	0	1	0	1	0	9	0	4	3	0	1	6	5	3	2	2	4	1	4	0	2	5	5	1	5	0	0	3	1	8	6	2	16	17	7	1	8	2	7	3	9	1	26	13	1	1	2	0	7	4	11	6	5	4	3	4	9	2	5	3	4	4	0	1	5	7	7	2	7	8	0	1	19	22	11	0	2	16	10	3	1	9	1	4	0	4	1	3	39	0	110	2	1	4	0	0	3	0	1	2	2	0	11	1	9	0	1	1	5	1	1	17	1	1	1	0	1	2	9	6	0	0	3	0	0	0	9	1	0	0	2	1	1	9	2	3	7	0	2	1	2	0	
Mind of Michel	4	1	2	4	1	4	0	1	5	4	0	2	0	1	0	0	5	1	4	3	5	0	2	3	4	4	0	0	1	1	4	23	0	3	0	2	6	0	2	1	0	2	12	1	0	5	0	0	3	5	0	5	1	2	3	5	0	2	3	0	0	2	5	0	0	1	1	1	0	5	1	3	2	1	1	0	5	2	0	8	0	2	3	0	3	1	6	2	2	3	1	0	1	6	1	23	0	0	2	1	0	6	1	4	3	1	1	2	0	0	7	3	1	0	1	1	4	0	4	3	0	0	0	1	1	4	0	3	1	2	4	1	10	17	0	2	4	1	1	0	3	0	6	0	0	3	11	1	3	2	2	12	3	3	1	1	2	1	4	0	5	3	2	0	1	3	0	2	7	3	4	8	2	5	4	2	0	5	4	10	3	2	3	0	0	6	1	7	5	2	0	5	9	2	2	0	0	1	2	4	0	2	3	0	4	0	3	1	2	0	5	12	5	0	2	0	0	5	5	0	9	2	1	1	2	1	6	1	0	2	0	2	9	0	3	1	12	2	6	4	4	2	5	6	5	3	2	4	3	0	2	3	11	1	3	1	10	0	2	1	1	5	10	4	0	2	13	2	8	7	1	1	0	1	0	6	0	4	3	0	0	2	0	0	3	1	4	0	4	0	4	1	1	0	1	9	1	0	8	1	2	9	0	3	5	30	2	4	4	0	5	1	0	3	1	1	3	5	5	2	6	0	3	8	0	0	0	0	3	2	4	2	2	2	1	8	3	1	3	0	0	0	3	8	5	8	0	2	1	1	3	0	0	0	9	5	2	5	1	3	2	1	7	5	4	0	1	0	6	0	0	4	0	5	2	3	0	0	4	1	2	5	1	1	3	0	2	4	4	7	3	4	0	0	0	3	0	0	1	2	1	2	4	9	0	2	2	4	2	1	3	9	1	7	5	0	2	5	5	12	2	3	2	0	0	11	12	5	2	5	0	1	1	7	0	6	0	2	1	0	0	0	0	0	0	0	10	0	2	0	2	2	1	0	3	0	11	3	5	0	6	4	0	0	2	2	1	1	9	0	3	0	5	2	4	0	1	0	0	2	2	1	2	0	1	0	8	1	3	0	2	0	5	1	10	6	0	2	9	0	
